"λ,n (nm)",n,"λ,k (nm)",k,α (cm⁻¹),Reference,Details
929,1.868083,929,0.001215625,164.43481461873378,,
930,1.8678901,930,0.001213097,163.9164139050244,,
931,1.8676972,931,0.001210569,163.3991268340942,,
932,1.8675044,932,0.001208041,162.8829498212561,,
933,1.8673115,933,0.001205514,162.36801398497946,,
934,1.8671186,934,0.001202986,161.8540462514506,,
935,1.8669257,935,0.001200458,161.34117791414315,,
936,1.8667328,936,0.00119793,160.82940544935133,,
937,1.8665352,937,0.001195406,160.31926179966533,,
938,1.8663366,938,0.001192884,159.81047381598324,,
939,1.866138,939,0.001190362,159.30276951277756,,
940,1.8659394,940,0.001187839,158.79601174669986,,
941,1.8657407,941,0.001185317,158.29046458555123,,
942,1.865542,942,0.001182795,157.7859907729401,,
943,1.8653435,943,0.001180272,157.28245363468642,,
944,1.8651448,944,0.00117775,156.7801164307364,,
945,1.8649462,945,0.001175228,156.27884237430794,,
946,1.8647476,946,0.001172705,155.77849525699867,,
947,1.8645595,947,0.0011702,155.28159337827987,,
948,1.8643748,948,0.0011677,154.78640259902116,,
949,1.8641899,949,0.0011652,154.2922554251982,,
950,1.8640051,950,0.0011627,153.79914856121488,,
951,1.8638202,951,0.0011602,153.30707872533662,,
952,1.8636354,952,0.0011577,152.8160426496178,,
953,1.8634505,953,0.0011552,152.32603707982915,,
954,1.8632658,954,0.0011527,151.83705877538594,,
955,1.863081,955,0.0011502,151.34910450927669,,
956,1.8628961,956,0.0011477,150.86217106799185,,
957,1.8627177,957,0.001145217,150.3784875220958,,
958,1.8625466,958,0.001142753,149.8983060404049,,
959,1.8623753,959,0.001140288,149.41899494375798,,
960,1.862204,960,0.001137824,148.9408133115897,,
961,1.8620328,961,0.00113536,148.4636268545144,,
962,1.8618615,962,0.001132896,147.98743246907537,,
963,1.8616902,963,0.001130431,147.51209657280015,,
964,1.861519,964,0.001127967,147.03787720712523,,
965,1.8613477,965,0.001125503,146.5646406795139,,
966,1.8611764,966,0.001123038,146.09225385102172,,
967,1.8610052,967,0.001120574,145.620973989813,,
968,1.8608285,968,0.001118136,145.15404311216022,,
969,1.8606519,969,0.001115699,144.68820565603627,,
970,1.8604751,970,0.001113261,144.22319913930005,,
971,1.8602983,971,0.001110824,143.75927982826894,,
972,1.8601216,972,0.001108387,143.2963150837214,,
973,1.8599448,973,0.00110595,142.8343019624926,,
974,1.8597682,974,0.001103513,142.37323753350447,,
975,1.8595914,975,0.001101075,141.91298999185156,,
976,1.8594146,976,0.001098638,141.45381433420422,,
977,1.8592379,977,0.001096201,140.99557864719694,,
978,1.859064,978,0.001093773,140.53943646195782,,
979,1.8589,979,0.001091378,140.08846198527155,,
980,1.858736,980,0.001088983,139.63840786466014,,
981,1.8585721,981,0.001086587,139.18914318801927,,
982,1.8584082,982,0.001084192,138.740921477834,,
983,1.8582443,983,0.001081797,138.29361171415982,,
984,1.8580804,984,0.001079401,137.84708340965352,,
985,1.8579164,985,0.001077006,137.4015893389697,,
986,1.8577524,986,0.001074611,136.9569989073745,,
987,1.8575885,987,0.001072216,136.51330936824453,,
988,1.8574246,988,0.00106982,136.0703907960904,,
989,1.8572637,989,0.001067436,135.62989265024365,,
990,1.8571124,990,0.001065088,135.1948539889554,,
991,1.8569613,991,0.001062739,134.7605665018512,,
992,1.85681,992,0.00106039,134.3271545943581,,
993,1.8566587,993,0.001058041,133.89461562122048,,
994,1.8565074,994,0.001055693,133.46307337006718,,
995,1.8563563,995,0.001053344,133.0322722453422,,
996,1.856205,996,0.001050995,132.60233618311668,,
997,1.8560537,997,0.001048646,132.1732625803941,,
998,1.8559024,998,0.001046298,131.74517476014802,,
999,1.8557513,999,0.001043949,131.31781818307954,,
1000,1.8556,1000,0.0010416,130.89131631916513,,
1001,1.8554435,1001,0.001039296,130.47131582438595,,
1002,1.855287,1002,0.001036991,130.05202824106718,,
1003,1.8551304,1003,0.001034687,129.63370201255682,,
1004,1.8549739,1004,0.001032383,129.21620910322676,,
1005,1.8548174,1005,0.001030078,128.79942198704347,,
1006,1.8546609,1006,0.001027774,128.38358838769764,,
1007,1.8545043,1007,0.00102547,127.96858067434856,,
1008,1.8543478,1008,0.001023165,127.554271722627,,
1009,1.8541913,1009,0.001020861,127.14090854058792,,
1010,1.8540348,1010,0.001018557,126.72836389950332,,
1011,1.8538783,1011,0.001016252,126.31651107402314,,
1012,1.8537279,1012,0.001013975,125.90894904836803,,
1013,1.8535839,1013,0.001011724,125.505417013247,,
1014,1.8534398,1014,0.001009473,125.10268089929978,,
1015,1.8532958,1015,0.001007222,124.70073835404999,,
1016,1.8531517,1016,0.001004971,124.299587034283,,
1017,1.8530077,1017,0.00100272,123.89922460600029,,
1018,1.8528636,1018,0.001000469,123.49964874437433,,
1019,1.8527195,1019,0.000998219,123.10098045431796,,
1020,1.8525754,1020,0.000995968,122.70297066707919,,
1021,1.8524313,1021,0.000993717,122.30574052682816,,
1022,1.8522873,1022,0.000991466,121.90928774497293,,
1023,1.8521432,1023,0.000989215,121.51361004187011,,
1024,1.8520008,1024,0.000986993,121.12226398220902,,
1025,1.8518592,1025,0.000984783,120.73315270946797,,
1026,1.8517175,1026,0.000982573,120.3447999382333,,
1027,1.8515759,1027,0.000980363,119.95720345282378,,
1028,1.8514341,1028,0.000978153,119.57036104617966,,
1029,1.8512925,1029,0.000975943,119.18427051982054,,
1030,1.8511509,1030,0.000973733,118.79892968380388,,
1031,1.8510091,1031,0.000971523,118.41433635668348,,
1032,1.8508675,1032,0.000969313,118.03048836546834,,
1033,1.8507259,1033,0.000967103,117.64738354558179,,
1034,1.8505841,1034,0.000964893,117.26501974082075,,
1035,1.8504425,1035,0.000962683,116.88339480331527,,
1036,1.8503089,1036,0.000960514,116.50747977104812,,
1037,1.8501788,1037,0.000958362,116.13434980442128,,
1038,1.8500488,1038,0.00095621,115.76193877799986,,
1039,1.8499187,1039,0.000954057,115.39012366914022,,
1040,1.8497887,1040,0.000951905,115.01914441982277,,
1041,1.8496585,1041,0.000949753,114.64887790681524,,
1042,1.8495284,1042,0.000947601,114.27932207809371,,
1043,1.8493984,1043,0.000945449,113.91047488950397,,
1044,1.8492683,1044,0.000943297,113.5423343047238,,
1045,1.8491383,1045,0.000941145,113.1748982952255,,
1046,1.8490081,1046,0.000938993,112.80816484023866,,
1047,1.848878,1047,0.000936841,112.4421319267131,,
1048,1.8487492,1048,0.000934713,112.07967534407923,,
1049,1.8486222,1049,0.000932619,111.72198280260282,,
1050,1.8484952,1050,0.000930525,111.36497158025304,,
1051,1.8483683,1051,0.000928432,111.00875929810387,,
1052,1.8482413,1052,0.000926338,110.6531047734244,,
1053,1.8481143,1053,0.000924244,110.29812575591433,,
1054,1.8479873,1054,0.000922151,109.94393954840535,,
1055,1.8478603,1055,0.000920057,109.59030567142614,,
1056,1.8477334,1056,0.000917963,109.23734155557756,,
1057,1.8476063,1057,0.00091587,108.88516418706847,,
1058,1.8474793,1058,0.000913776,108.53353378550726,,
1059,1.8473524,1059,0.000911682,108.18256746402454,,
1060,1.8472254,1060,0.000909589,107.83238189381458,,
1061,1.8471016,1061,0.000907554,107.48972588637253,,
1062,1.8469784,1062,0.000905534,107.14949009324971,,
1063,1.8468554,1063,0.000903514,106.80989444272919,,
1064,1.8467323,1064,0.000901494,106.47093712989762,,
1065,1.8466092,1065,0.000899474,106.13261635662069,,
1066,1.8464862,1066,0.000897454,105.79493033151124,,
1067,1.8463631,1067,0.000895434,105.45787726989776,,
1068,1.84624,1068,0.000893414,105.12145539379296,,
1069,1.8461169,1069,0.000891394,104.78566293186232,,
1070,1.8459939,1070,0.000889374,104.45049811939323,,
1071,1.8458707,1071,0.000887354,104.11595919826395,,
1072,1.8457477,1072,0.000885334,103.78204441691291,,
1073,1.8456246,1073,0.000883314,103.44875203030809,,
1074,1.845503,1074,0.000881328,103.12005848055811,,
1075,1.8453819,1075,0.000879351,102.79302852192887,,
1076,1.8452606,1076,0.000877374,102.46660642567625,,
1077,1.8451394,1077,0.000875396,102.14067381919743,,
1078,1.8450181,1078,0.000873419,101.81546248258789,,
1079,1.8448969,1079,0.000871442,101.49085394734371,,
1080,1.8447758,1080,0.000869465,101.16684653901666,,
1081,1.8446546,1081,0.000867487,100.84332234170763,,
1082,1.8445333,1082,0.00086551,100.5205122960629,,
1083,1.8444121,1083,0.000863533,100.19829839085338,,
1084,1.8442909,1084,0.000861555,99.87656305031565,,
1085,1.8441697,1085,0.000859578,99.55553658939749,,
1086,1.8440485,1086,0.000857601,99.23510133743133,,
1087,1.8439294,1087,0.000855667,98.9202267201184,,
1088,1.8438118,1088,0.000853762,98.60928040860769,,
1089,1.8436941,1089,0.000851857,98.29890516470306,,
1090,1.8435764,1090,0.000849951,97.988984128855,,
1091,1.8434588,1091,0.000848046,97.67974641635965,,
1092,1.8433412,1092,0.000846141,97.37107507330114,,
1093,1.8432236,1093,0.000844236,97.06296854514301,,
1094,1.8431059,1094,0.000842331,96.75542528303271,,
1095,1.8429883,1095,0.000840426,96.44844374377556,,
1096,1.8428706,1096,0.000838521,96.14202238980901,,
1097,1.8427529,1097,0.000836615,95.83604513702916,,
1098,1.8426353,1098,0.00083471,95.53073966768439,,
1099,1.8425176,1099,0.000832805,95.22598980428927,,
1100,1.8424,1100,0.0008309,94.92179403155488,,
