"λ,n (nm)",n,"λ,k (nm)",k,α (cm⁻¹),Reference,Details
869,0.1019,869,5.7746,835049.0650135614,,
870,0.1021,870,5.7821,835172.5463136341,,
871,0.1023,871,5.7897,835310.1715953536,,
872,0.1025,872,5.7972,835433.0702472822,,
873,0.1027,873,5.8048,835570.08181251,,
874,0.1029,874,5.8123,835692.4018517141,,
875,0.1032,875,5.8198,835814.4423022572,,
876,0.1034,876,5.8273,835936.2041216347,,
877,0.1036,877,5.8349,836072.0170778147,,
878,0.1038,878,5.8424,836193.2081700686,,
879,0.104,879,5.8499,836314.1235146726,,
880,0.1043,880,5.8575,836449.0440182823,,
881,0.1045,881,5.865,836569.3944746486,,
882,0.1047,882,5.8725,836689.4720274856,,
883,0.1049,883,5.88,836809.2776039856,,
884,0.1051,884,5.8875,836928.8121271451,,
885,0.1054,885,5.8951,837062.2758046187,,
886,0.1056,886,5.9026,837181.2549471381,,
887,0.1058,887,5.9101,837299.9658165067,,
888,0.106,888,5.9176,837418.4093190524,,
889,0.1063,889,5.9251,837536.5863570251,,
890,0.1065,890,5.9326,837654.4978286205,,
891,0.1067,891,5.9401,837772.1446280014,,
892,0.1069,892,5.9477,837903.6155047539,,
893,0.1071,893,5.9552,838020.7198502993,,
894,0.1074,894,5.9627,838137.5622174434,,
895,0.1076,895,5.9702,838254.1434843255,,
896,0.1078,896,5.9777,838370.4645251654,,
897,0.108,897,5.9852,838486.5262102844,,
898,0.1083,898,5.9927,838602.3294061271,,
899,0.1085,899,6.0002,838717.8749752827,,
900,0.1087,900,6.0077,838833.1637765067,,
901,0.1089,901,6.0152,838948.1966647425,,
902,0.1092,902,6.0227,839062.9744911419,,
903,0.1094,903,6.0302,839177.4981030861,,
904,0.1096,904,6.0377,839291.7683442077,,
905,0.1098,905,6.0452,839405.7860544097,,
906,0.1101,906,6.0527,839519.552069887,,
907,0.1103,907,6.0602,839633.0672231473,,
908,0.1105,908,6.0677,839746.3323430304,,
909,0.1108,909,6.0752,839859.3482547287,,
910,0.111,910,6.0826,839958.306581331,,
911,0.1112,911,6.0901,840070.8416960351,,
912,0.1114,912,6.0976,840183.1300232072,,
913,0.1117,913,6.1051,840295.172373759,,
914,0.1119,914,6.1126,840406.9695550533,,
915,0.1121,915,6.1201,840518.5223709242,,
916,0.1124,916,6.1276,840629.8316216952,,
917,0.1126,917,6.135,840727.1943194496,,
918,0.1128,918,6.1425,840838.0337549153,,
919,0.113,919,6.15,840948.6319728936,,
920,0.1133,920,6.1575,841058.9897599631,,
921,0.1135,921,6.165,841169.1078992867,,
922,0.1137,922,6.1724,841265.3577014161,,
923,0.114,923,6.1799,841375.0136476516,,
924,0.1142,924,6.1874,841484.4322433544,,
925,0.1144,925,6.1949,841593.6142583096,,
926,0.1147,926,6.2023,841688.9898643617,,
927,0.1149,927,6.2098,841797.7156531564,,
928,0.1151,928,6.2173,841906.2071191302,,
929,0.1154,929,6.2248,842014.4650189772,,
930,0.1156,930,6.2322,842108.9778796692,,
931,0.1158,931,6.2397,842216.7854180121,,
932,0.1161,932,6.2472,842324.3616097063,,
933,0.1163,933,6.2546,842418.238419838,,
934,0.1165,934,6.2621,842525.3685672225,,
935,0.1168,935,6.2696,842632.2695592114,,
936,0.117,936,6.277,842725.5165206467,,
937,0.1172,937,6.2845,842831.9757304187,,
938,0.1175,938,6.2919,842924.8109646747,,
939,0.1177,939,6.2994,843030.8311831116,,
940,0.1179,940,6.3069,843136.6258266156,,
941,0.1182,941,6.3143,843228.841341638,,
942,0.1184,942,6.3218,843334.2011661977,,
943,0.1186,943,6.3292,843426.0115843273,,
944,0.1189,944,6.3367,843530.9393221375,,
945,0.1191,945,6.3441,843622.3472439791,,
946,0.1194,946,6.3516,843726.8456042677,,
947,0.1196,947,6.359,843817.8536083419,,
948,0.1198,948,6.3665,843921.9252776125,,
949,0.1201,949,6.3739,844012.5359205895,,
950,0.1203,950,6.3814,844116.1835628593,,
951,0.1205,951,6.3888,844206.3993797884,,
952,0.1208,952,6.3963,844309.6256368234,,
953,0.121,953,6.4037,844399.4491413623,,
954,0.1213,954,6.4112,844502.2566329091,,
955,0.1215,955,6.4186,844591.6903175475,,
956,0.1217,956,6.4261,844694.0816415637,,
957,0.122,957,6.4335,844783.1279778447,,
958,0.1222,958,6.441,844885.1057107248,,
959,0.1225,959,6.4484,844973.7671494649,,
960,0.1227,960,6.4558,845062.2438768743,,
961,0.1229,961,6.4633,845163.6128177695,,
962,0.1232,962,6.4707,845251.7082571092,,
963,0.1234,963,6.4782,845352.669926704,,
964,0.1237,964,6.4856,845440.3864780897,,
965,0.1239,965,6.493,845527.9212335141,,
966,0.1242,966,6.5005,845628.283422793,,
967,0.1244,967,6.5079,845715.4428251093,,
968,0.1246,968,6.5153,845802.4221460157,,
969,0.1249,969,6.5228,845902.190333767,,
970,0.1251,970,6.5302,845988.7977926626,,
971,0.1254,971,6.5376,846075.2268633833,,
972,0.1256,972,6.545,846161.4780965102,,
973,0.1259,973,6.5525,846260.4671180728,,
974,0.1261,974,6.5599,846346.3510588781,,
975,0.1263,975,6.5673,846432.0588274974,,
976,0.1266,976,6.5748,846530.4663451709,,
977,0.1268,977,6.5822,846615.8102132544,,
978,0.1271,978,6.5896,846700.9795540001,,
979,0.1273,979,6.597,846785.9749022214,,
980,0.1276,980,6.6045,846883.6196177057,,
981,0.1278,981,6.6119,846968.2555054171,,
982,0.1281,982,6.6193,847052.7190186117,,
983,0.1283,983,6.6267,847137.0106833564,,
984,0.1286,984,6.6341,847221.1310235792,,
985,0.1288,985,6.6416,847317.838297745,,
986,0.1291,986,6.649,847401.604613328,,
987,0.1293,987,6.6564,847485.2011896695,,
988,0.1296,988,6.6638,847568.6285421727,,
989,0.1298,989,6.6712,847651.8871841548,,
990,0.1301,990,6.6786,847734.9776268604,,
991,0.1303,991,6.686,847817.9003794696,,
992,0.1306,992,6.6935,847913.3236614227,,
993,0.1308,993,6.7009,847995.899796167,,
994,0.131,994,6.7083,848078.3097817469,,
995,0.1313,995,6.7157,848160.5541191145,,
996,0.1315,996,6.7231,848242.6333072103,,
997,0.1318,997,6.7305,848324.547842973,,
998,0.1321,998,6.7379,848406.2982213494,,
999,0.1323,999,6.7453,848487.8849353048,,
1000,0.1326,1000,6.7527,848569.308475832,,
1001,0.1328,1001,6.7601,848650.5693319626,,
1002,0.1331,1002,6.7675,848731.6679907755,,
1003,0.1333,1003,6.7749,848812.6049374074,,
1004,0.1336,1004,6.7823,848893.3806550619,,
1005,0.1338,1005,6.7897,848973.9956250197,,
1006,0.1341,1006,6.7971,849054.4503266475,,
1007,0.1343,1007,6.8046,849147.2242548999,,
1008,0.1346,1008,6.812,849227.3474703839,,
1009,0.1348,1009,6.8193,849294.8575867147,,
1010,0.1351,1010,6.8267,849374.6759707502,,
1011,0.1353,1011,6.8341,849454.3364549162,,
1012,0.1356,1012,6.8415,849533.8395072952,,
1013,0.1358,1013,6.8489,849613.1855941218,,
1014,0.1361,1014,6.8563,849692.3751797909,,
1015,0.1364,1015,6.8637,849771.4087268674,,
1016,0.1366,1016,6.8711,849850.2866960957,,
1017,0.1369,1017,6.8785,849929.0095464068,,
1018,0.1371,1018,6.8859,850007.5777349296,,
1019,0.1374,1019,6.8933,850085.9917169979,,
1020,0.1376,1020,6.9007,850164.2519461602,,
1021,0.1379,1021,6.9081,850242.358874188,,
1022,0.1381,1022,6.9155,850320.3129510847,,
1023,0.1384,1023,6.9229,850398.1146250941,,
1024,0.1387,1024,6.9302,850463.4924964057,,
1025,0.1389,1025,6.9376,850541.0026749092,,
1026,0.1392,1026,6.945,850618.3617614469,,
1027,0.1394,1027,6.9524,850695.570197378,,
1028,0.1397,1028,6.9598,850772.6284223441,,
1029,0.14,1029,6.9672,850849.5368742782,,
1030,0.1402,1030,6.9746,850926.2959894123,,
1031,0.1405,1031,6.9819,850990.7176759875,,
1032,0.1407,1032,6.9893,851067.1912300442,,
1033,0.141,1033,6.9967,851143.516723009,,
1034,0.1412,1034,7.0041,851219.6945844593,,
1035,0.1415,1035,7.0115,851295.7252423125,,
1036,0.1418,1036,7.0188,851359.4794214688,,
1037,0.142,1037,7.0262,851435.2286461949,,
1038,0.1423,1038,7.0336,851510.8319186578,,
1039,0.1426,1039,7.041,851586.2896602786,,
1040,0.1428,1040,7.0484,851661.6022908577,,
1041,0.1431,1041,7.0557,851724.6987870702,,
1042,0.1433,1042,7.0631,851799.7340334001,,
1043,0.1436,1043,7.0705,851874.6253962276,,
1044,0.1439,1044,7.0777,851925.2997820873,,
1045,0.1441,1045,7.0852,852011.9528885896,,
1046,0.1444,1046,7.0926,852086.4265717387,,
1047,0.1447,1047,7.1,852160.7579937929,,
1048,0.1449,1048,7.1073,852222.9567503335,,
1049,0.1452,1049,7.1147,852297.0163010601,,
1050,0.1454,1050,7.1221,852370.9347859758,,
1051,0.1457,1051,7.1295,852444.7126077425,,
1052,0.146,1052,7.1368,852506.4049482751,,
1053,0.1462,1053,7.1442,852579.9139895992,,
1054,0.1465,1054,7.1516,852653.2835450765,,
1055,0.1468,1055,7.1589,852714.6027595819,,
1056,0.147,1056,7.1663,852787.7058113839,,
1057,0.1473,1057,7.1737,852860.670541423,,
1058,0.1476,1058,7.181,852921.6198649642,,
1059,0.1478,1059,7.1884,852994.3203423935,,
1060,0.1481,1060,7.1957,853055.0285824934,,
1061,0.1484,1061,7.2031,853127.4662798357,,
1062,0.1486,1062,7.2105,853199.7675596686,,
1063,0.1489,1063,7.2178,853260.1111977578,,
1064,0.1492,1064,7.2252,853332.1519066532,,
1065,0.1494,1065,7.2326,853404.0573278324,,
1066,0.1497,1066,7.2399,853464.0395018666,,
1067,0.15,1067,7.2473,853535.6865365064,,
1068,0.1502,1068,7.2546,853595.4331360492,,
1069,0.1505,1069,7.262,853666.8232130618,,
1070,0.1508,1070,7.2693,853726.3355790761,,
1071,0.1511,1071,7.2767,853797.4701167824,,
1072,0.1513,1072,7.2841,853868.471940799,,
1073,0.1516,1073,7.2914,853927.6299863791,,
1074,0.1519,1074,7.2988,853998.3783992991,,
1075,0.1521,1075,7.3061,854057.3055401818,,
1076,0.1524,1076,7.3135,854127.8019341618,,
1077,0.1527,1077,7.3208,854186.4994763291,,
1078,0.1529,1078,7.3282,854256.7452332736,,
1079,0.1532,1079,7.3355,854315.2144729537,,
1080,0.1535,1080,7.3429,854385.2109646108,,
1081,0.1538,1081,7.3502,854443.45318837,,
1082,0.154,1082,7.3576,854513.2017764237,,
1083,0.1543,1083,7.3649,854571.2182612546,,
1084,0.1546,1084,7.3723,854640.7202974183,,
1085,0.1549,1085,7.3796,854698.512310829,,
1086,0.1551,1086,7.387,854767.7691369355,,
1087,0.1554,1087,7.3943,854825.337937038,,
1088,0.1557,1088,7.4017,854894.3508851314,,
1089,0.1559,1089,7.409,854951.6977207265,,
1090,0.1562,1090,7.4163,855008.9393327701,,
1091,0.1565,1091,7.4237,855077.5942238148,,
1092,0.1568,1092,7.431,855134.615707903,,
1093,0.157,1093,7.4384,855203.0299894718,,
1094,0.1573,1094,7.4457,855259.8325716098,,
1095,0.1576,1095,7.4531,855328.0075422864,,
1096,0.1579,1096,7.4604,855384.5924394634,,
1097,0.1581,1097,7.4677,855441.0741736552,,
1098,0.1584,1098,7.4751,855508.8978087091,,
1099,0.1587,1099,7.4824,855565.1636476895,,
1100,0.159,1100,7.4898,855632.7511584304,,
1101,0.1593,1101,7.4971,855688.8022971131,,
1102,0.1595,1102,7.5044,855744.7517095915,,
1103,0.1598,1103,7.5118,855811.9925742813,,
1104,0.1601,1104,7.5191,855867.7290437323,,
1105,0.1604,1105,7.5264,855923.3646326958,,
1106,0.1606,1106,7.5338,855990.2616135547,,
1107,0.1609,1107,7.5411,856045.6859976872,,
1108,0.1612,1108,7.5485,856112.351827529,,
1109,0.1615,1109,7.5558,856167.5661674936,,
1110,0.1618,1110,7.5631,856222.6810221609,,
1111,0.162,1111,7.5705,856289.0075248076,,
1112,0.1623,1112,7.5778,856343.9140421847,,
1113,0.1626,1113,7.5851,856398.7218955595,,
1114,0.1629,1114,7.5924,856453.4313506336,,
1115,0.1632,1115,7.5998,856519.3129597026,,
1116,0.1634,1116,7.6071,856573.8163126494,,
1117,0.1637,1117,7.6144,856628.2220767814,,
1118,0.164,1118,7.6218,856693.7705592375,,
1119,0.1643,1119,7.6291,856747.9718856799,,
1120,0.1646,1120,7.6364,856802.0764240391,,
1121,0.1649,1121,7.6437,856856.0844333381,,
1122,0.1651,1122,7.6511,856921.1961454854,,
1123,0.1654,1123,7.6584,856975.0018967792,,
1124,0.1657,1124,7.6655,857006.3518182406,,
1125,0.166,1125,7.673,857082.3264353594,,
1126,0.1663,1126,7.6804,857147.0059193978,,
1127,0.1666,1127,7.6877,857200.4203372584,,
1128,0.1668,1128,7.695,857253.7400487043,,
1129,0.1671,1129,7.7023,857306.9653053912,,
1130,0.1674,1130,7.7097,857371.2170400436,,
1131,0.1677,1131,7.717,857424.2443060101,,
1132,0.168,1132,7.7243,857477.1778842275,,
1133,0.1683,1133,7.7316,857530.018022766,,
1134,0.1685,1134,7.7389,857582.7649688201,,
1135,0.1688,1135,7.7463,857646.4906608851,,
1136,0.1691,1136,7.7536,857699.042213867,,
1137,0.1694,1137,7.7609,857751.5013278812,,
1138,0.1697,1138,7.7682,857803.8682466162,,
1139,0.17,1139,7.7755,857856.1432129039,,
1140,0.1703,1140,7.7829,857919.3496008421,,
1141,0.1706,1141,7.7902,857971.4317263876,,
1142,0.1708,1142,7.7975,858023.4226398043,,
1143,0.1711,1143,7.8048,858075.322580494,,
1144,0.1714,1144,7.8121,858127.1317870219,,
1145,0.1717,1145,7.8194,858178.850497119,,
1146,0.172,1146,7.8267,858230.4789476871,,
1147,0.1723,1147,7.8341,858292.9732340993,,
1148,0.1726,1148,7.8414,858344.412329582,,
1149,0.1729,1149,7.8487,858395.7618879097,,
1150,0.1732,1150,7.856,858447.022142658,,
1151,0.1734,1151,7.8633,858498.1933265898,,
1152,0.1737,1152,7.8706,858549.2756716607,,
1153,0.174,1153,7.8779,858600.269409021,,
1154,0.1743,1154,7.8852,858651.1747690204,,
1155,0.1746,1155,7.8925,858701.9919812102,,
1156,0.1749,1156,7.8999,858763.591837163,,
1157,0.1752,1157,7.9072,858814.2240437411,,
1158,0.1755,1158,7.9145,858864.7688026397,,
1159,0.1758,1159,7.9218,858915.2263402113,,
1160,0.1761,1160,7.9291,858965.5968820286,,
1161,0.1764,1161,7.9364,859015.8806528867,,
1162,0.1766,1162,7.9437,859066.077876807,,
1163,0.1769,1163,7.951,859116.1887770402,,
1164,0.1772,1164,7.9583,859166.2135760705,,
1165,0.1775,1165,7.9656,859216.1524956174,,
1166,0.1778,1166,7.9729,859266.0057566403,,
1167,0.1781,1167,7.9802,859315.7735793409,,
1168,0.1784,1168,7.9875,859365.4561831668,,
1169,0.1787,1169,7.9948,859415.0537868153,,
1170,0.179,1170,8.0021,859464.5666082354,,
1171,0.1793,1171,8.0094,859513.9948646316,,
1172,0.1796,1172,8.0167,859563.3387724676,,
1173,0.1799,1173,8.024,859612.5985474681,,
1174,0.1802,1174,8.0313,859661.7744046237,,
1175,0.1805,1175,8.0386,859710.8665581929,,
1176,0.1808,1176,8.0459,859759.8752217046,,
1177,0.1811,1177,8.0532,859808.8006079633,,
1178,0.1814,1178,8.0605,859857.6429290501,,
1179,0.1817,1179,8.0678,859906.4023963269,,
1180,0.182,1180,8.0751,859955.0792204387,,
1181,0.1823,1181,8.0824,860003.6736113173,,
1182,0.1826,1182,8.0897,860052.1857781844,,
1183,0.1829,1183,8.097,860100.6159295539,,
1184,0.1832,1184,8.1043,860148.9642732352,,
1185,0.1835,1185,8.1116,860197.2310163364,,
1186,0.1838,1186,8.1189,860245.4163652672,,
1187,0.184,1187,8.1262,860293.5205257415,,
1188,0.1843,1188,8.1335,860341.5437027805,,
1189,0.1846,1189,8.1408,860389.4861007163,,
1190,0.1849,1190,8.1481,860437.347923193,,
1191,0.1852,1191,8.1554,860485.1293731722,,
1192,0.1855,1192,8.1627,860532.830652933,,
1193,0.1858,1193,8.1699,860569.9185436128,,
1194,0.1862,1194,8.1772,860617.4689090269,,
1195,0.1865,1195,8.1845,860664.9396922399,,
1196,0.1868,1196,8.1918,860712.3310928718,,
1197,0.1871,1197,8.1991,860759.643309877,,
1198,0.1874,1198,8.2064,860806.8765415453,,
1199,0.1877,1199,8.2137,860854.0309855039,,
1200,0.188,1200,8.221,860901.1068387231,,
1205,0.1895,1205,8.2574,861124.8855685432,,
1210,0.191,1210,8.2938,861346.8148873727,,
1215,0.1925,1215,8.3303,861577.2603193104,,
1220,0.1941,1220,8.3667,861795.5165504826,,
1225,0.1956,1225,8.403,862001.7328364092,,
1230,0.1972,1230,8.4394,862216.4891286406,,
1235,0.1987,1235,8.4758,862429.5065035261,,
1240,0.2003,1240,8.5122,862640.8059963561,,
1245,0.2018,1245,8.5485,862840.3148341317,,
1250,0.2034,1250,8.5849,863048.2806976964,,
1255,0.205,1255,8.6212,863244.5764184326,,
1260,0.2066,1260,8.6575,863439.3142366234,,
1265,0.2082,1265,8.6938,863632.5126254212,,
1270,0.2098,1270,8.7302,863834.0845470744,,
1275,0.2114,1275,8.7664,864014.3635585747,,
1280,0.213,1280,8.8027,864203.0516173397,,
1285,0.2146,1285,8.839,864390.2712865426,,
1290,0.2162,1290,8.8753,864576.0396404803,,
1295,0.2178,1295,8.9115,864750.6697286624,,
1300,0.2195,1300,8.9478,864933.6229474079,,
1305,0.2211,1305,8.984,865105.54482301,,
1310,0.2228,1310,9.0203,865285.7469672066,,
1315,0.2244,1315,9.0565,865455.0225775198,,
1320,0.2261,1320,9.0927,865623.015796846,,
1325,0.2278,1325,9.1289,865789.7411428185,,
1330,0.2294,1330,9.1651,865955.2129147614,,
1335,0.2311,1335,9.2013,866119.4451977756,,
1340,0.2328,1340,9.2375,866282.4518667378,,
1345,0.2345,1345,9.2737,866444.2465902057,,
1350,0.2362,1350,9.3098,866595.5344115631,,
1355,0.2379,1355,9.346,866754.9797918882,,
1360,0.2396,1360,9.3822,866913.2527797105,,
1365,0.2413,1365,9.4183,867061.1601261466,,
1370,0.243,1370,9.4544,867207.987856915,,
1375,0.2448,1375,9.4906,867362.8869282705,,
1380,0.2465,1380,9.5267,867507.5574769242,,
1385,0.2483,1385,9.5628,867651.18347288,,
1390,0.25,1390,9.5989,867793.7761882897,,
1395,0.2518,1395,9.635,867935.3467336962,,
1400,0.2535,1400,9.6711,868075.9060609214,,
1405,0.2553,1405,9.7072,868215.4649658886,,
1410,0.2571,1410,9.7433,868354.0340913882,,
1415,0.2589,1415,9.7794,868491.6239297816,,
1420,0.2606,1420,9.8154,868619.3952688805,,
1425,0.2624,1425,9.8515,868755.0884726975,,
1430,0.2642,1430,9.8876,868889.8327729913,,
1435,0.266,1435,9.9236,869014.8810359213,,
1440,0.2678,1440,9.9596,869139.0609081362,,
1445,0.2697,1445,9.9957,869271.0778543251,,
1450,0.2715,1450,10.0317,869393.5178763235,,
1455,0.2733,1455,10.0676,869506.4797053088,,
1460,0.2752,1460,10.1038,869644.4891326178,,
1465,0.277,1465,10.1398,869764.401061291,,
1470,0.2789,1470,10.1758,869883.4972625584,,
1475,0.2807,1475,10.2118,870001.7860319527,,
1480,0.2826,1480,10.2478,870119.2755529048,,
1485,0.2844,1485,10.2837,870227.511696198,,
1490,0.2863,1490,10.3197,870343.4552282037,,
1495,0.2882,1495,10.3557,870458.6232181893,,
1500,0.2901,1500,10.3917,870573.0234215747,,
1505,0.292,1505,10.4276,870678.313742802,,
1510,0.2939,1510,10.4636,870791.2288768785,,
1515,0.2958,1515,10.4995,870895.1040624696,,
1520,0.2977,1520,10.5355,871006.5632077702,,
1525,0.2996,1525,10.5714,871109.0512304037,,
1530,0.3016,1530,10.6074,871219.0827108071,,
1535,0.3035,1535,10.6433,871320.2108130878,,
1540,0.3054,1540,10.6792,871420.6822393796,,
1545,0.3074,1545,10.7151,871520.5033651779,,
1550,0.3093,1550,10.7511,871627.7878195929,,
1555,0.3113,1555,10.787,871726.3010745492,,
1560,0.3132,1560,10.8229,871824.1828342814,,
1565,0.3152,1565,10.8588,871921.4391514595,,
1570,0.3172,1570,10.8947,872018.0760016489,,
1575,0.3192,1575,10.9305,872106.1206365267,,
1580,0.3212,1580,10.9664,872201.5614260028,,
1585,0.3231,1585,11.0023,872296.4000653876,,
1590,0.3251,1590,11.0382,872390.6422353422,,
1595,0.3272,1595,11.074,872476.4149430312,,
1600,0.3292,1600,11.1099,872569.5055529312,,
1605,0.3312,1605,11.1458,872662.0161590308,,
1610,0.3332,1610,11.1816,872746.1469659536,,
1615,0.3352,1615,11.2175,872837.5378735233,,
1620,0.3373,1620,11.2533,872920.6076207906,,
1625,0.3393,1625,11.2892,873010.8993207604,,
1630,0.3414,1630,11.325,873092.9276540958,,
1635,0.3434,1635,11.3608,873174.4542850868,,
1640,0.3455,1640,11.3966,873255.483802474,,
1645,0.3476,1645,11.4325,873343.6598702811,,
1650,0.3496,1650,11.4683,873423.6855554867,,
1655,0.3517,1655,11.5041,873503.2277018088,,
1660,0.3538,1660,11.5399,873582.2906785748,,
1665,0.3559,1665,11.5757,873660.8788026276,,
1670,0.358,1670,11.6115,873738.9963391109,,
1675,0.3601,1675,11.6473,873816.6475022422,,
1680,0.3622,1680,11.6831,873893.8364560694,,
1685,0.3644,1685,11.7189,873970.5673152148,,
1690,0.3665,1690,11.7546,874039.4084233511,,
1695,0.3686,1695,11.7904,874115.2571772294,,
1700,0.3708,1700,11.8262,874190.6597619674,,
1705,0.3729,1705,11.862,874265.6201028065,,
1710,0.375,1710,11.8977,874332.7933243341,,
1715,0.3772,1715,11.9335,874406.902195074,,
1720,0.3794,1720,11.9692,874473.2741708596,,
1725,0.3815,1725,12.005,874546.5462340978,,
1730,0.3837,1730,12.0407,874612.1309613553,,
1735,0.3859,1735,12.0765,874684.5805435652,,
1740,0.3881,1740,12.1122,874749.3916967883,,
1745,0.3903,1745,12.148,874821.0327979097,,
1750,0.3925,1750,12.1837,874885.0837381021,,
1755,0.3947,1755,12.2194,874948.7697156722,,
1760,0.3969,1760,12.2551,875012.0938410972,,
1765,0.3991,1765,12.2909,875082.1789463295,,
1770,0.4014,1770,12.3266,875144.7684461004,,
1775,0.4036,1775,12.3623,875207.0053289712,,
1780,0.4058,1780,12.398,875268.8925664327,,
1785,0.4081,1785,12.4337,875330.4330966815,,
1790,0.4103,1790,12.4694,875391.6298250853,,
1795,0.4126,1795,12.5051,875452.4856246401,,
1800,0.4148,1800,12.5408,875513.0033364197,,
1805,0.4171,1805,12.5765,875573.1857700172,,
1810,0.4194,1810,12.6122,875633.0357039821,,
1815,0.4217,1815,12.6478,875685.6322660714,,
1820,0.424,1820,12.6835,875744.8444352999,,
1825,0.4262,1825,12.7192,875803.7321542861,,
1830,0.4286,1830,12.7549,875862.2980824579,,
1835,0.4309,1835,12.7905,875913.6966918856,,
1840,0.4332,1840,12.8262,875971.6455102914,,
1845,0.4355,1845,12.8619,876029.2802429607,,
1850,0.4378,1850,12.8975,876079.81080377,,
1855,0.4401,1855,12.9332,876136.8432864153,,
1860,0.4425,1860,12.9688,876186.8130295766,,
1865,0.4448,1865,13.0045,876243.2528387876,,
1870,0.4472,1870,13.0401,876292.6708465511,,
1875,0.4495,1875,13.0757,876341.8252916066,,
1880,0.4519,1880,13.1114,876397.4025165364,,
1885,0.4543,1885,13.147,876446.018392467,,
1890,0.4567,1890,13.1826,876494.3770415409,,
1895,0.459,1895,13.2183,876549.1118299939,,
1900,0.4614,1900,13.2539,876596.9446613424,,
1905,0.4638,1905,13.2895,876644.5264017124,,
1910,0.4662,1910,13.3251,876691.8590230233,,
1915,0.4686,1915,13.3607,876738.9444765983,,
1920,0.471,1920,13.3963,876785.7846934363,,
1925,0.4735,1925,13.432,876838.9095692075,,
1930,0.4759,1930,13.4676,876885.2481136973,,
1935,0.4783,1935,13.5032,876931.3471825054,,
1940,0.4808,1940,13.5388,876977.2086272473,,
1945,0.4832,1945,13.5743,877016.3734215718,,
1950,0.4856,1950,13.6099,877061.7816634199,,
1955,0.4881,1955,13.6455,877106.9576380466,,
1960,0.4906,1960,13.6811,877151.9031230065,,
1965,0.493,1965,13.7167,877196.6198777632,,
1970,0.4955,1970,13.7523,877241.1096439171,,
1975,0.498,1975,13.7878,877279.0114261337,,
1980,0.5005,1980,13.8234,877323.0684370333,,
1985,0.503,1985,13.859,877366.9034982558,,
1990,0.5055,1990,13.8945,877404.2035236862,,
1995,0.508,1995,13.9301,877447.6155142091,,
2000,0.5105,2000,13.9657,877490.8104447796,,
